#1.0.0,,,,,,,,,,,,
keyword,foma3x,foma2x,foma1x,pdc2,pdc1,win,cdma,sb3g,will,em,iphone,pc
"<img localsrc=""796"" />",&#xe68b;,&#xe68b;,&#xe68b;,רל,רל,;,;,&#xe20c;,רל,&#xe68b;,"<img src=""/glyph/au/UEB6E.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UEB6E.gif"" width=""16"" height=""16"" />"
"<img localsrc=""797"" />",&#xe68b;,&#xe68b;,&#xe68b;,רל,רל,;,;,&#xe20f;,רל,&#xe68b;,"<img src=""/glyph/au/UEB6F.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UEB6F.gif"" width=""16"" height=""16"" />"
"<img localsrc=""798"" />",&#xe749;,&#xe749;,&#xe749;,שמ,רװ,;,;,&#xe343;,שמ,&#xe749;,"<img src=""/glyph/au/UEB70.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UEB70.gif"" width=""16"" height=""16"" />"
"<img localsrc=""799"" />",&#xe6d3;,&#xe6d3;,&#xe6d3;,שw,שw,;,;,&#xe103;,שw,&#xe6d3;,"<img src=""/glyph/au/UEB71.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UEB71.gif"" width=""16"" height=""16"" />"
"<img localsrc=""800"" />",&#xe733;,&#xe733;,&#xe733;,ש״,ש­,;,;,&#xe201;,ש״,&#xe733;,"<img src=""/glyph/au/UEB72.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UEB72.gif"" width=""16"" height=""16"" />"
"<img localsrc=""801"" />",&#xe6fb;,&#xe6fb;,&#xe6fb;,ש ,ש ,;,;,&#xe432;,ש ,&#xe6fb;,"<img src=""/glyph/au/UEB73.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UEB73.gif"" width=""16"" height=""16"" />"
"<img localsrc=""802"" />",&#xe733;,&#xe733;,&#xe733;,ש״,ש­,;,;,&#xe201;,ש״,&#xe733;,"<img src=""/glyph/au/UEB74.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UEB74.gif"" width=""16"" height=""16"" />"
"<img localsrc=""803"" />",&#xe6ed;,&#xe6ed;,&#xe6ed;,ש’,ש’,;,;,&#xe022;,ש’,&#xe6ed;,"<img src=""/glyph/au/UEB75.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UEB75.gif"" width=""16"" height=""16"" />"
"<img localsrc=""804"" />",&#xe74f;,&#xe74f;,&#xe74f;,שפ,שF,;,;,&#xe523;,שפ,&#xe74f;,"<img src=""/glyph/au/UEB76.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UEB76.gif"" width=""16"" height=""16"" />"
"<img localsrc=""805"" />",&#xe711;,&#xe711;,&#xe711;,ש¶,רױ,;,;,&#xe006;,ש¶,&#xe711;,"<img src=""/glyph/au/UEB77.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UEB77.gif"" width=""16"" height=""16"" />"
"<img localsrc=""806"" />",&#xe717;,&#xe717;,&#xe717;,ש¼,שw,;,;,&#xe103;,ש¼,&#xe717;,"<img src=""/glyph/au/UEB78.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UEB78.gif"" width=""16"" height=""16"" />"
"<img localsrc=""807"" />",&#xe735;,&#xe735;,&#xe735;,שÚ,ש,;,;,&#xe242;,שÚ,&#xe735;,"<img src=""/glyph/au/UEB79.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UEB79.gif"" width=""16"" height=""16"" />"
"<img localsrc=""808"" />",&#xe73c;,&#xe73c;,&#xe73c;,שב,(ּ),;,;,&#xe231;,שב,&#xe73c;,"<img src=""/glyph/au/UEB7A.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UEB7A.gif"" width=""16"" height=""16"" />"
"<img localsrc=""809"" />",&#xe73d;,&#xe73d;,&#xe73d;,שג,שI,;,;,&#xe22f;,שג,&#xe73d;,"<img src=""/glyph/au/UEB7B.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UEB7B.gif"" width=""16"" height=""16"" />"
"<img localsrc=""810"" />",&#xe73f;,&#xe73f;,&#xe73f;,שה,רֲ,;,;,&#xe43e;,שה,&#xe73f;,"<img src=""/glyph/au/UEB7C.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UEB7C.gif"" width=""16"" height=""16"" />"
"<img localsrc=""811"" />",&#xe746;,&#xe746;,&#xe746;,שכ,שH,;,;,&#xe110;,שכ,&#xe746;,"<img src=""/glyph/au/UEB7D.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UEB7D.gif"" width=""16"" height=""16"" />"
"<img localsrc=""812"" />",&#xe74e;,&#xe74e;,&#xe74e;,שף,שF,;,;,&#xe441;,שף,&#xe74e;,"<img src=""/glyph/au/UEB7E.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UEB7E.gif"" width=""16"" height=""16"" />"
"<img localsrc=""813"" />",&#xe753;,&#xe753;,&#xe753;,שר,ש•,;,;,&#xe415;,שר,&#xe753;,"<img src=""/glyph/au/UEB7F.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UEB7F.gif"" width=""16"" height=""16"" />"
"<img localsrc=""814"" />",&#xe753;,&#xe753;,&#xe753;,שר,ש•,;,;,&#xe415;,שר,&#xe753;,"<img src=""/glyph/au/UEB80.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UEB80.gif"" width=""16"" height=""16"" />"
"<img localsrc=""815"" />",&#xe6d3;,&#xe6d3;,&#xe6d3;,שw,שw,;,;,&#xe103;,שw,&#xe6d3;,"<img src=""/glyph/au/UEB81.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UEB81.gif"" width=""16"" height=""16"" />"
"<img localsrc=""816"" />",&#xe741;,&#xe741;,&#xe741;,שז,שH,;,;,&#xe110;,שז,&#xe741;,"<img src=""/glyph/au/UEB82.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UEB82.gif"" width=""16"" height=""16"" />"
"<img localsrc=""817"" />",&#xe693;,&#xe693;,&#xe693;,רפ,רפ,;,;,&#xe010;,רפ,&#xe693;,"<img src=""/glyph/au/UEB83.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UEB83.gif"" width=""16"" height=""16"" />"
"<img localsrc=""818"" />",&#xe6e0;,&#xe6e0;,&#xe6e0;,ש…,ש…,;,;,&#xe210;,ש…,&#xe6e0;,"<img src=""/glyph/au/UEB84.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UEB84.gif"" width=""16"" height=""16"" />"
"<img localsrc=""819"" />",&#xe695;,&#xe695;,&#xe695;,רצ,רצ,;,;,&#xe012;,רצ,&#xe695;,"<img src=""/glyph/au/UEB85.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UEB85.gif"" width=""16"" height=""16"" />"
"<img localsrc=""820"" />",&#xe6f0;,&#xe6f0;,&#xe6f0;,ש•,ש•,;,;,&#xe427;,ש•,&#xe6f0;,"<img src=""/glyph/au/UEB86.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UEB86.gif"" width=""16"" height=""16"" />"
"<img localsrc=""821"" />",&#xe6f2;,&#xe6f2;,&#xe6f2;,ש—,ש—,;,;,&#xe403;,ש—,&#xe6f2;,"<img src=""/glyph/au/UEB87.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UEB87.gif"" width=""16"" height=""16"" />"
"<img localsrc=""822"" />",&#xe724;,&#xe724;,&#xe724;,שֹ,ש–,;,;,&#xe416;,שֹ,&#xe724;,"<img src=""/glyph/au/UEB88.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UEB88.gif"" width=""16"" height=""16"" />"
"<img localsrc=""823"" />",&#xe716;,&#xe716;,&#xe716;,ש»,רכ,;,;,&#xe00c;,ש»,&#xe716;,"<img src=""/glyph/au/UEB89.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UEB89.gif"" width=""16"" height=""16"" />"
"<img localsrc=""824"" />",&#xe716;,&#xe716;,&#xe716;,ש»,רכ,;,;,&#xe00c;,ש»,&#xe716;,"<img src=""/glyph/au/UEB8A.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UEB8A.gif"" width=""16"" height=""16"" />"
"<img localsrc=""825"" />",&#xe6ff;,&#xe6ff;,&#xe6ff;,ש₪,ש₪,;,;,&#xe03e;,ש₪,&#xe6ff;,"<img src=""/glyph/au/UEB8B.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UEB8B.gif"" width=""16"" height=""16"" />"
"<img localsrc=""826"" />",&#xe733;,&#xe733;,&#xe733;,ש״,ש­,;,;,&#xe201;,ש״,&#xe733;,"<img src=""/glyph/au/UEB8C.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UEB8C.gif"" width=""16"" height=""16"" />"
"<img localsrc=""827"" />",&#xe688;,&#xe688;,&#xe688;,רי,רי,;,;,&#xe00a;,רי,&#xe688;,"<img src=""/glyph/au/UEB8D.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UEB8D.gif"" width=""16"" height=""16"" />"
"<img localsrc=""828"" />",&#xe6fa;,&#xe6fa;,&#xe6fa;,ש,ש,;,;,&#xe10e;,ש,&#xe6fa;,"<img src=""/glyph/au/UEB8E.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/au/UEB8E.gif"" width=""16"" height=""16"" />"
&#xe001;,&#xe6f0;,&#xe6f0;,&#xe6f0;,ש•,ש•,"<img localsrc=""80"" />","<img localsrc=""80"" />",;,ש•,&#xe6f0;,"<img src=""/glyph/softbank/UE001.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE001.gif"" width=""16"" height=""16"" />"
&#xe002;,&#xe6f0;,&#xe6f0;,&#xe6f0;,ש•,ש•,"<img localsrc=""50"" />","<img localsrc=""50"" />",;,ש•,&#xe6f0;,"<img src=""/glyph/softbank/UE002.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE002.gif"" width=""16"" height=""16"" />"
&#xe003;,&#xe6f9;,&#xe6f9;,&#xe6f9;,ש,ש,"<img localsrc=""273"" />","<img localsrc=""273"" />",;,ש,&#xe6f9;,"<img src=""/glyph/softbank/UE003.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE003.gif"" width=""16"" height=""16"" />"
&#xe004;,&#xe6f0;,&#xe6f0;,&#xe6f0;,ש•,ש•,"<img localsrc=""80"" />","<img localsrc=""80"" />",;,ש•,&#xe6f0;,"<img src=""/glyph/softbank/UE004.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE004.gif"" width=""16"" height=""16"" />"
&#xe005;,&#xe6f0;,&#xe6f0;,&#xe6f0;,ש•,ש•,"<img localsrc=""50"" />","<img localsrc=""50"" />",;,ש•,&#xe6f0;,"<img src=""/glyph/softbank/UE005.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE005.gif"" width=""16"" height=""16"" />"
&#xe006;,&#xe70e;,&#xe70e;,&#xe70e;,ש³,רױ,"<img localsrc=""335"" />","<img localsrc=""335"" />",;,ש³,&#xe70e;,"<img src=""/glyph/softbank/UE006.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE006.gif"" width=""16"" height=""16"" />"
&#xe007;,&#xe699;,&#xe699;,&#xe699;,רת,רת,"<img localsrc=""336"" />","<img localsrc=""336"" />",;,רת,&#xe699;,"<img src=""/glyph/softbank/UE007.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE007.gif"" width=""16"" height=""16"" />"
&#xe008;,&#xe681;,&#xe681;,&#xe681;,רג,רג,"<img localsrc=""94"" />","<img localsrc=""94"" />",;,רג,&#xe681;,"<img src=""/glyph/softbank/UE008.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE008.gif"" width=""16"" height=""16"" />"
&#xe009;,&#xe687;,&#xe687;,&#xe687;,רט,רט,"<img localsrc=""85"" />","<img localsrc=""85"" />",;,רט,&#xe687;,"<img src=""/glyph/softbank/UE009.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE009.gif"" width=""16"" height=""16"" />"
&#xe00a;,&#xe688;,&#xe688;,&#xe688;,רי,רי,"<img localsrc=""161"" />","<img localsrc=""161"" />",;,רי,&#xe688;,"<img src=""/glyph/softbank/UE00A.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE00A.gif"" width=""16"" height=""16"" />"
&#xe00b;,&#xe6d0;,&#xe6d0;,&#xe6d0;,שt,שt,"<img localsrc=""166"" />","<img localsrc=""166"" />",;,שt,&#xe6d0;,"<img src=""/glyph/softbank/UE00B.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE00B.gif"" width=""16"" height=""16"" />"
&#xe00c;,&#xe716;,&#xe716;,&#xe716;,ש»,רכ,"<img localsrc=""337"" />","<img localsrc=""337"" />",;,ש»,&#xe716;,"<img src=""/glyph/softbank/UE00C.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE00C.gif"" width=""16"" height=""16"" />"
&#xe00d;,&#xe6fd;,&#xe6fd;,&#xe6fd;,ש¢,ש¢,"<img localsrc=""281"" />","<img localsrc=""281"" />",;,ש¢,&#xe6fd;,"<img src=""/glyph/softbank/UE00D.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE00D.gif"" width=""16"" height=""16"" />"
&#xe00e;,&#xe727;,&#xe727;,&#xe727;,שּ,ש°,"<img localsrc=""287"" />","<img localsrc=""287"" />",;,שּ,&#xe727;,"<img src=""/glyph/softbank/UE00E.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE00E.gif"" width=""16"" height=""16"" />"
&#xe00f;,&#xe6fb;,&#xe6fb;,&#xe6fb;,ש ,ש ,"<img localsrc=""284"" />","<img localsrc=""284"" />",;,ש ,&#xe6fb;,"<img src=""/glyph/softbank/UE00F.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE00F.gif"" width=""16"" height=""16"" />"
&#xe010;,&#xe693;,&#xe693;,&#xe693;,רפ,רפ,"<img localsrc=""817"" />","<img localsrc=""817"" />",;,רפ,&#xe693;,"<img src=""/glyph/softbank/UE010.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE010.gif"" width=""16"" height=""16"" />"
&#xe011;,&#xe694;,&#xe694;,&#xe694;,רץ,רץ,"<img localsrc=""319"" />","<img localsrc=""319"" />",;,רץ,&#xe694;,"<img src=""/glyph/softbank/UE011.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE011.gif"" width=""16"" height=""16"" />"
&#xe012;,&#xe695;,&#xe695;,&#xe695;,רצ,רצ,"<img localsrc=""320"" />","<img localsrc=""320"" />",;,רצ,&#xe695;,"<img src=""/glyph/softbank/UE012.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE012.gif"" width=""16"" height=""16"" />"
&#xe013;,&#xe657;,&#xe657;,&#xe657;,ר¸,ר¸,"<img localsrc=""421"" />","<img localsrc=""421"" />",;,ר¸,&#xe657;,"<img src=""/glyph/softbank/UE013.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE013.gif"" width=""16"" height=""16"" />"
&#xe014;,&#xe654;,&#xe654;,&#xe654;,רµ,רµ,"<img localsrc=""306"" />","<img localsrc=""306"" />",;,רµ,&#xe654;,"<img src=""/glyph/softbank/UE014.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE014.gif"" width=""16"" height=""16"" />"
&#xe015;,&#xe655;,&#xe655;,&#xe655;,ר¶,ר¶,"<img localsrc=""220"" />","<img localsrc=""220"" />",;,ר¶,&#xe655;,"<img src=""/glyph/softbank/UE015.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE015.gif"" width=""16"" height=""16"" />"
&#xe016;,&#xe653;,&#xe653;,&#xe653;,ר´,ר´,"<img localsrc=""45"" />","<img localsrc=""45"" />",;,ר´,&#xe653;,"<img src=""/glyph/softbank/UE016.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE016.gif"" width=""16"" height=""16"" />"
&#xe017;,&#xe712;,&#xe712;,&#xe712;,ש·,ר¸,"<img localsrc=""751"" />","<img localsrc=""751"" />",;,ש·,&#xe712;,"<img src=""/glyph/softbank/UE017.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE017.gif"" width=""16"" height=""16"" />"
&#xe018;,&#xe656;,&#xe656;,&#xe656;,ר·,ר·,"<img localsrc=""219"" />","<img localsrc=""219"" />",;,ר·,&#xe656;,"<img src=""/glyph/softbank/UE018.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE018.gif"" width=""16"" height=""16"" />"
&#xe019;,&#xe751;,&#xe751;,&#xe751;,שצ,שF,"<img localsrc=""242"" />","<img localsrc=""242"" />",;,שצ,&#xe751;,"<img src=""/glyph/softbank/UE019.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE019.gif"" width=""16"" height=""16"" />"
&#xe01a;,&#xe754;,&#xe754;,&#xe754;,שש,רÚ,"<img localsrc=""248"" />","<img localsrc=""248"" />",;,שש,&#xe754;,"<img src=""/glyph/softbank/UE01A.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE01A.gif"" width=""16"" height=""16"" />"
&#xe01b;,&#xe65e;,&#xe65e;,&#xe65e;,ר¿,ר¿,"<img localsrc=""125"" />","<img localsrc=""125"" />",;,ר¿,&#xe65e;,"<img src=""/glyph/softbank/UE01B.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE01B.gif"" width=""16"" height=""16"" />"
&#xe01c;,&#xe6a3;,&#xe6a3;,&#xe6a3;,שG,שG,"<img localsrc=""169"" />","<img localsrc=""169"" />",;,שG,&#xe6a3;,"<img src=""/glyph/softbank/UE01C.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE01C.gif"" width=""16"" height=""16"" />"
&#xe01d;,&#xe662;,&#xe662;,&#xe662;,רֳ,רֳ,"<img localsrc=""168"" />","<img localsrc=""168"" />",;,רֳ,&#xe662;,"<img src=""/glyph/softbank/UE01D.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE01D.gif"" width=""16"" height=""16"" />"
&#xe01e;,&#xe65b;,&#xe65b;,&#xe65b;,ר¼,ר¼,"<img localsrc=""172"" />","<img localsrc=""172"" />",;,ר¼,&#xe65b;,"<img src=""/glyph/softbank/UE01E.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE01E.gif"" width=""16"" height=""16"" />"
&#xe01f;,&#xe65d;,&#xe65d;,&#xe65d;,ר¾,ר¾,"<img localsrc=""217"" />","<img localsrc=""217"" />",;,ר¾,&#xe65d;,"<img src=""/glyph/softbank/UE01F.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE01F.gif"" width=""16"" height=""16"" />"
&#xe020;,&#xe703;,&#xe703;,&#xe703;,ש¨,ש¨,"<img localsrc=""3"" />","<img localsrc=""3"" />",;,ש¨,&#xe703;,"<img src=""/glyph/softbank/UE020.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE020.gif"" width=""16"" height=""16"" />"
&#xe021;,&#xe702;,&#xe702;,&#xe702;,ש§,ש§,"<img localsrc=""2"" />","<img localsrc=""2"" />",;,ש§,&#xe702;,"<img src=""/glyph/softbank/UE021.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE021.gif"" width=""16"" height=""16"" />"
&#xe022;,&#xe6ec;,&#xe6ec;,&#xe6ec;,ש‘,ש‘,"<img localsrc=""51"" />","<img localsrc=""51"" />",;,ש‘,&#xe6ec;,"<img src=""/glyph/softbank/UE022.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE022.gif"" width=""16"" height=""16"" />"
&#xe023;,&#xe6ee;,&#xe6ee;,&#xe6ee;,ש“,ש“,"<img localsrc=""265"" />","<img localsrc=""265"" />",;,ש“,&#xe6ee;,"<img src=""/glyph/softbank/UE023.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE023.gif"" width=""16"" height=""16"" />"
&#xe024;,&#xe6ba;,&#xe6ba;,&#xe6ba;,ש^,ש^,"<img localsrc=""46"" />","<img localsrc=""46"" />",;,ש^,&#xe6ba;,"<img src=""/glyph/softbank/UE024.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE024.gif"" width=""16"" height=""16"" />"
&#xe025;,&#xe6ba;,&#xe6ba;,&#xe6ba;,ש^,ש^,"<img localsrc=""46"" />","<img localsrc=""46"" />",;,ש^,&#xe6ba;,"<img src=""/glyph/softbank/UE025.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE025.gif"" width=""16"" height=""16"" />"
&#xe026;,&#xe6ba;,&#xe6ba;,&#xe6ba;,ש^,ש^,"<img localsrc=""46"" />","<img localsrc=""46"" />",;,ש^,&#xe6ba;,"<img src=""/glyph/softbank/UE026.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE026.gif"" width=""16"" height=""16"" />"
&#xe027;,&#xe6ba;,&#xe6ba;,&#xe6ba;,ש^,ש^,"<img localsrc=""46"" />","<img localsrc=""46"" />",;,ש^,&#xe6ba;,"<img src=""/glyph/softbank/UE027.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE027.gif"" width=""16"" height=""16"" />"
&#xe028;,&#xe6ba;,&#xe6ba;,&#xe6ba;,ש^,ש^,"<img localsrc=""46"" />","<img localsrc=""46"" />",;,ש^,&#xe6ba;,"<img src=""/glyph/softbank/UE028.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE028.gif"" width=""16"" height=""16"" />"
&#xe029;,&#xe6ba;,&#xe6ba;,&#xe6ba;,ש^,ש^,"<img localsrc=""46"" />","<img localsrc=""46"" />",;,ש^,&#xe6ba;,"<img src=""/glyph/softbank/UE029.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE029.gif"" width=""16"" height=""16"" />"
&#xe02a;,&#xe6ba;,&#xe6ba;,&#xe6ba;,ש^,ש^,"<img localsrc=""46"" />","<img localsrc=""46"" />",;,ש^,&#xe6ba;,"<img src=""/glyph/softbank/UE02A.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE02A.gif"" width=""16"" height=""16"" />"
&#xe02b;,&#xe6ba;,&#xe6ba;,&#xe6ba;,ש^,ש^,"<img localsrc=""46"" />","<img localsrc=""46"" />",;,ש^,&#xe6ba;,"<img src=""/glyph/softbank/UE02B.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE02B.gif"" width=""16"" height=""16"" />"
&#xe02c;,&#xe6ba;,&#xe6ba;,&#xe6ba;,ש^,ש^,"<img localsrc=""46"" />","<img localsrc=""46"" />",;,ש^,&#xe6ba;,"<img src=""/glyph/softbank/UE02C.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE02C.gif"" width=""16"" height=""16"" />"
&#xe02d;,&#xe6ba;,&#xe6ba;,&#xe6ba;,ש^,ש^,"<img localsrc=""46"" />","<img localsrc=""46"" />",;,ש^,&#xe6ba;,"<img src=""/glyph/softbank/UE02D.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE02D.gif"" width=""16"" height=""16"" />"
&#xe02e;,&#xe6ba;,&#xe6ba;,&#xe6ba;,ש^,ש^,"<img localsrc=""46"" />","<img localsrc=""46"" />",;,ש^,&#xe6ba;,"<img src=""/glyph/softbank/UE02E.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE02E.gif"" width=""16"" height=""16"" />"
&#xe02f;,&#xe6ba;,&#xe6ba;,&#xe6ba;,ש^,ש^,"<img localsrc=""46"" />","<img localsrc=""46"" />",;,ש^,&#xe6ba;,"<img src=""/glyph/softbank/UE02F.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE02F.gif"" width=""16"" height=""16"" />"
&#xe030;,&#xe748;,&#xe748;,&#xe748;,שם,שH,"<img localsrc=""235"" />","<img localsrc=""235"" />",;,שם,&#xe748;,"<img src=""/glyph/softbank/UE030.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE030.gif"" width=""16"" height=""16"" />"
&#xe031;,&#xe71a;,&#xe71a;,&#xe71a;,ש¿,ש,"<img localsrc=""354"" />","<img localsrc=""354"" />",;,ש¿,&#xe71a;,"<img src=""/glyph/softbank/UE031.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE031.gif"" width=""16"" height=""16"" />"
&#xe032;,&#xe743;,&#xe743;,&#xe743;,שט,שH,"<img localsrc=""339"" />","<img localsrc=""339"" />",;,שט,&#xe743;,"<img src=""/glyph/softbank/UE032.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE032.gif"" width=""16"" height=""16"" />"
&#xe033;,&#xe6a4;,&#xe6a4;,&#xe6a4;,שH,שH,"<img localsrc=""234"" />","<img localsrc=""234"" />",;,שH,&#xe6a4;,"<img src=""/glyph/softbank/UE033.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE033.gif"" width=""16"" height=""16"" />"
&#xe034;,&#xe71b;,&#xe71b;,&#xe71b;,שְ,ש,"<img localsrc=""72"" />","<img localsrc=""72"" />",;,שְ,&#xe71b;,"<img src=""/glyph/softbank/UE034.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE034.gif"" width=""16"" height=""16"" />"
&#xe035;,&#xe71b;,&#xe71b;,&#xe71b;,שְ,ש,"<img localsrc=""72"" />","<img localsrc=""72"" />",;,שְ,&#xe71b;,"<img src=""/glyph/softbank/UE035.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE035.gif"" width=""16"" height=""16"" />"
&#xe036;,&#xe663;,&#xe663;,&#xe663;,רִ,רִ,"<img localsrc=""112"" />","<img localsrc=""112"" />",;,רִ,&#xe663;,"<img src=""/glyph/softbank/UE036.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/softbank/UE036.gif"" width=""16"" height=""16"" />"
